ID,WasteType,WasteAmount,Latitude,Longitude,Temperature,WeatherType,DateTime
2283,Paper/Cardboard,1,51.612,4.756,6.4,Rain,2026-03-29 11:02:00
2284,Plastic,6,51.573,4.766,11.2,Fog,2026-03-29 18:52:00
2285,Plastic,4,51.576,4.796,6.4,Cloudy,2026-03-30 04:31:00
2286,Bulky,1,51.571,4.808,12.3,Fog,2026-03-30 10:07:00
2287,Glass,9,51.56,4.77,16.9,Cloudy,2026-03-30 11:31:00
2288,Plastic,5,51.5832,4.7842,6.2,Storm,2026-03-30 12:01:00
2289,Plastic,8,51.612,4.756,4.8,Sunny,2026-03-30 13:40:00
2290,Residual,1,51.55,4.812,13.5,Storm,2026-03-30 14:05:00
2291,Bulky,6,51.599,4.717,8.0,Sunny,2026-03-30 21:56:00
2292,Cans,6,51.571,4.808,11.0,Fog,2026-03-30 23:08:00
2293,Cans,10,51.5894,4.7757,7.7,Sunny,2026-03-31 13:19:00
2294,Residual,7,51.615,4.76,8.9,Cloudy,2026-03-31 16:34:00
2295,Glass,9,51.566,4.788,10.2,Sunny,2026-03-31 22:29:00
2296,Glass,8,51.5832,4.7842,14.6,Rain,2026-03-31 23:26:00
2297,Plastic,7,51.6,4.765,10.5,Rain,2026-04-01 00:42:00
2298,Bulky,2,51.597,4.772,8.4,Sunny,2026-04-01 02:30:00
2299,Plastic,7,51.566,4.788,3.3,Fog,2026-04-01 03:28:00
2300,Paper/Cardboard,0,51.55,4.812,3.4,Storm,2026-04-01 05:12:00
2301,Plastic,8,51.6,4.765,6.3,Fog,2026-04-01 10:24:00
2302,Bulky,5,51.6,4.805,9.9,Cloudy,2026-04-01 11:09:00
2303,Electronics,3,51.597,4.772,6.5,Cloudy,2026-04-02 08:20:00
2304,Plastic,7,51.5894,4.7757,2.1,Rain,2026-04-02 16:40:00
2305,Plastic,7,51.615,4.76,12.7,Fog,2026-04-02 17:23:00
2306,Paper/Cardboard,4,51.605,4.816,3.2,Rain,2026-04-03 12:10:00
2307,Bulky,3,51.55,4.812,2.0,Rain,2026-04-03 12:58:00
2308,Paper/Cardboard,10,51.5905,4.801,5.5,Sunny,2026-04-03 14:40:00
2309,Paper/Cardboard,8,51.597,4.772,9.1,Sunny,2026-04-03 18:02:00
2310,Bulky,2,51.566,4.788,0.8,Storm,2026-04-03 19:35:00
2311,Residual,6,51.597,4.772,8.2,Cloudy,2026-04-03 23:49:00
2312,Bulky,7,51.605,4.816,5.9,Cloudy,2026-04-04 12:52:00
2313,Paper/Cardboard,9,51.615,4.76,11.3,Fog,2026-04-04 16:12:00
2314,Plastic,10,51.5905,4.801,7.8,Cloudy,2026-04-04 17:44:00
2315,Paper/Cardboard,7,51.597,4.772,5.6,Cloudy,2026-04-05 05:00:00
2316,Plastic,4,51.556,4.824,6.9,Cloudy,2026-04-05 09:13:00
2317,Bulky,7,51.579,4.743,15.1,Rain,2026-04-05 13:19:00
2318,Cans,13,51.56,4.77,10.8,Sunny,2026-04-05 15:35:00
2319,Glass,8,51.605,4.816,11.4,Fog,2026-04-05 18:30:00
2320,Plastic,5,51.599,4.717,10.2,Cloudy,2026-04-06 04:06:00
2321,Residual,3,51.586,4.756,8.4,Cloudy,2026-04-06 04:09:00
2322,Residual,2,51.568,4.73,5.2,Rain,2026-04-06 06:14:00
2323,Plastic,8,51.6,4.765,5.3,Fog,2026-04-06 07:11:00
2324,Paper/Cardboard,6,51.5894,4.7757,9.1,Rain,2026-04-06 10:56:00
2325,Paper/Cardboard,5,51.579,4.743,12.3,Cloudy,2026-04-06 11:28:00
2326,Paper/Cardboard,5,51.605,4.816,10.1,Fog,2026-04-06 23:43:00
2327,Glass,3,51.5862,4.7805,4.9,Rain,2026-04-07 00:58:00
2328,Plastic,5,51.56,4.77,10.4,Rain,2026-04-07 04:12:00
2329,Residual,7,51.5862,4.7805,10.9,Fog,2026-04-07 10:47:00
2330,Glass,9,51.586,4.756,9.1,Sunny,2026-04-07 19:55:00
2331,Bulky,2,51.597,4.772,5.8,Rain,2026-04-08 04:32:00
2332,Glass,3,51.55,4.812,3.0,Cloudy,2026-04-08 08:28:00
2333,Plastic,10,51.6,4.765,6.7,Fog,2026-04-08 19:17:00
2334,Cans,5,51.5905,4.801,9.8,Rain,2026-04-09 01:23:00
2335,Glass,3,51.568,4.73,12.0,Rain,2026-04-09 06:04:00
2336,Cans,9,51.5862,4.7805,11.6,Fog,2026-04-09 08:19:00
2337,Glass,5,51.5905,4.801,3.8,Cloudy,2026-04-09 11:09:00
2338,Electronics,6,51.5905,4.7745,12.6,Rain,2026-04-09 12:56:00
2339,Residual,4,51.612,4.756,10.0,Rain,2026-04-09 13:23:00
2340,Residual,6,51.5832,4.7842,7.3,Storm,2026-04-09 21:57:00
2341,Residual,4,51.566,4.788,1.6,Cloudy,2026-04-10 01:11:00
2342,Glass,6,51.5905,4.801,1.9,Cloudy,2026-04-10 05:00:00
2343,Residual,2,51.573,4.766,8.9,Storm,2026-04-10 06:32:00
2344,Cans,9,51.599,4.717,11.6,Sunny,2026-04-10 07:45:00
2345,Bulky,5,51.566,4.788,10.1,Cloudy,2026-04-11 07:23:00
2346,Plastic,7,51.5832,4.7842,6.5,Storm,2026-04-11 07:39:00
2347,Cans,12,51.556,4.779,8.1,Sunny,2026-04-11 08:34:00
2348,Plastic,6,51.5905,4.801,7.2,Cloudy,2026-04-11 12:06:00
2349,Cans,6,51.556,4.824,11.3,Rain,2026-04-11 15:01:00
2350,Glass,11,51.602,4.779,8.8,Sunny,2026-04-11 17:28:00
2351,Paper/Cardboard,11,51.5955,4.78,9.3,Sunny,2026-04-11 17:59:00
2352,Paper/Cardboard,7,51.586,4.756,10.3,Fog,2026-04-11 20:19:00
2353,Bulky,9,51.5832,4.7842,4.4,Cloudy,2026-04-11 22:28:00
2354,Plastic,3,51.566,4.788,6.0,Storm,2026-04-12 00:57:00
2355,Residual,3,51.556,4.824,3.6,Storm,2026-04-12 07:06:00
2356,Residual,3,51.605,4.816,7.3,Rain,2026-04-12 07:23:00
2357,Paper/Cardboard,5,51.599,4.717,9.6,Storm,2026-04-12 16:33:00
2358,Bulky,4,51.602,4.779,11.6,Storm,2026-04-12 17:36:00
2359,Plastic,6,51.605,4.816,7.4,Rain,2026-04-12 23:50:00
2360,Cans,8,51.5894,4.7757,11.2,Rain,2026-04-12 23:57:00
2361,Paper/Cardboard,4,51.586,4.756,10.7,Rain,2026-04-13 00:19:00
2362,Residual,4,51.579,4.743,12.7,Fog,2026-04-13 04:36:00
2363,Cans,6,51.6,4.765,3.9,Storm,2026-04-13 08:48:00
2364,Plastic,6,51.56,4.77,6.3,Cloudy,2026-04-13 09:42:00
2365,Cans,4,51.5887,4.775,2.7,Storm,2026-04-13 10:02:00
2366,Cans,6,51.6,4.805,8.4,Cloudy,2026-04-13 12:58:00
2367,Cans,9,51.556,4.779,8.0,Fog,2026-04-13 14:10:00
2368,Electronics,2,51.602,4.779,6.9,Storm,2026-04-13 15:21:00
2369,Paper/Cardboard,5,51.55,4.812,7.7,Fog,2026-04-14 00:58:00
2370,Bulky,1,51.556,4.824,10.3,Rain,2026-04-14 01:50:00
2371,Residual,1,51.5905,4.801,10.7,Storm,2026-04-15 04:41:00
2372,Paper/Cardboard,5,51.5955,4.78,4.1,Storm,2026-04-15 08:38:00
2373,Electronics,4,51.5905,4.801,5.1,Rain,2026-04-15 16:23:00
2374,Glass,7,51.576,4.796,9.5,Cloudy,2026-04-15 16:35:00
2375,Residual,8,51.5862,4.7805,7.6,Fog,2026-04-15 18:06:00
2376,Residual,8,51.56,4.77,9.7,Fog,2026-04-15 23:05:00
2377,Paper/Cardboard,8,51.56,4.77,15.1,Sunny,2026-04-16 04:24:00
2378,Paper/Cardboard,6,51.5862,4.7805,8.7,Cloudy,2026-04-16 08:58:00
2379,Paper/Cardboard,9,51.597,4.772,11.6,Sunny,2026-04-16 15:28:00
2380,Cans,7,51.5905,4.801,8.9,Sunny,2026-04-16 21:06:00
2381,Paper/Cardboard,5,51.573,4.766,7.9,Rain,2026-04-16 23:11:00
2382,Plastic,4,51.5955,4.78,4.8,Rain,2026-04-17 00:04:00
2383,Plastic,1,51.566,4.788,-0.5,Rain,2026-04-17 07:08:00
2384,Glass,5,51.571,4.808,11.9,Rain,2026-04-17 15:01:00
2385,Paper/Cardboard,13,51.5832,4.7842,11.1,Cloudy,2026-04-17 18:00:00
2386,Paper/Cardboard,10,51.5886,4.7766,11.1,Fog,2026-04-17 20:17:00
2387,Residual,3,51.602,4.779,10.6,Storm,2026-04-17 21:26:00
2388,Residual,4,51.576,4.796,9.2,Cloudy,2026-04-18 00:56:00
2389,Glass,6,51.5955,4.78,11.3,Storm,2026-04-18 03:00:00
2390,Residual,7,51.586,4.756,10.1,Rain,2026-04-18 17:11:00
2391,Residual,8,51.5862,4.7805,11.1,Rain,2026-04-18 19:30:00
2392,Paper/Cardboard,5,51.5905,4.801,10.0,Storm,2026-04-18 21:40:00
2393,Plastic,7,51.6,4.765,9.4,Storm,2026-04-18 23:22:00
2394,Glass,7,51.605,4.816,10.1,Cloudy,2026-04-19 03:49:00
2395,Plastic,6,51.5905,4.801,8.4,Cloudy,2026-04-19 08:53:00
2396,Plastic,12,51.573,4.766,12.3,Sunny,2026-04-19 18:19:00
2397,Residual,5,51.55,4.812,12.9,Storm,2026-04-19 18:43:00
2398,Paper/Cardboard,8,51.5894,4.7757,14.7,Rain,2026-04-19 21:14:00
2399,Residual,4,51.615,4.76,10.7,Cloudy,2026-04-20 00:20:00
2400,Paper/Cardboard,3,51.5894,4.7757,13.3,Rain,2026-04-20 08:02:00
2401,Paper/Cardboard,9,51.5886,4.7766,8.3,Cloudy,2026-04-20 09:04:00
2402,Residual,1,51.612,4.756,13.6,Storm,2026-04-20 09:54:00
2403,Cans,7,51.6,4.765,11.0,Fog,2026-04-20 09:59:00
2404,Residual,11,51.5832,4.7842,6.6,Sunny,2026-04-20 11:03:00
2405,Bulky,6,51.579,4.743,13.7,Fog,2026-04-20 14:05:00
2406,Paper/Cardboard,8,51.576,4.796,6.9,Sunny,2026-04-20 18:53:00
2407,Paper/Cardboard,10,51.586,4.756,7.6,Sunny,2026-04-20 18:53:00
2408,Residual,6,51.571,4.808,10.7,Fog,2026-04-20 19:57:00
2409,Electronics,3,51.568,4.73,14.8,Cloudy,2026-04-20 23:43:00
2410,Residual,1,51.602,4.779,3.2,Storm,2026-04-21 03:38:00
2411,Paper/Cardboard,5,51.5887,4.775,8.9,Rain,2026-04-21 07:36:00
2412,Electronics,4,51.615,4.76,10.8,Rain,2026-04-21 17:05:00
2413,Residual,10,51.6,4.765,12.8,Cloudy,2026-04-21 20:26:00
2414,Paper/Cardboard,7,51.586,4.756,9.0,Sunny,2026-04-21 21:51:00
2415,Cans,5,51.602,4.779,13.3,Rain,2026-04-21 22:59:00
2416,Glass,3,51.568,4.73,14.4,Rain,2026-04-22 01:05:00
2417,Paper/Cardboard,0,51.579,4.743,5.2,Storm,2026-04-22 04:56:00
2418,Residual,6,51.556,4.779,12.5,Cloudy,2026-04-22 04:58:00
2419,Cans,4,51.586,4.756,10.2,Rain,2026-04-22 06:19:00
2420,Electronics,3,51.586,4.756,8.1,Cloudy,2026-04-22 07:38:00
2421,Residual,8,51.586,4.756,10.9,Fog,2026-04-22 13:58:00
2422,Paper/Cardboard,10,51.5905,4.801,11.5,Sunny,2026-04-22 17:31:00
2423,Paper/Cardboard,7,51.5905,4.801,10.6,Fog,2026-04-22 18:48:00
2424,Paper/Cardboard,4,51.5905,4.801,4.7,Fog,2026-04-22 20:56:00
2425,Electronics,3,51.5905,4.801,11.0,Fog,2026-04-23 05:57:00
2426,Paper/Cardboard,7,51.573,4.766,8.6,Fog,2026-04-23 11:00:00
2427,Cans,8,51.5862,4.7805,9.5,Fog,2026-04-23 16:57:00
2428,Glass,7,51.602,4.779,18.4,Cloudy,2026-04-23 19:26:00
2429,Paper/Cardboard,8,51.576,4.796,12.5,Sunny,2026-04-23 21:46:00
2430,Bulky,5,51.615,4.76,11.7,Cloudy,2026-04-23 22:28:00
2431,Residual,11,51.5832,4.7842,16.7,Sunny,2026-04-24 09:09:00
2432,Plastic,6,51.5905,4.801,3.4,Cloudy,2026-04-24 09:58:00
2433,Glass,7,51.573,4.766,6.0,Cloudy,2026-04-24 18:47:00
2434,Electronics,7,51.615,4.76,2.7,Cloudy,2026-04-24 19:36:00
2435,Plastic,8,51.602,4.779,11.5,Cloudy,2026-04-24 19:50:00
2436,Paper/Cardboard,12,51.56,4.77,14.2,Cloudy,2026-04-24 20:46:00
2437,Paper/Cardboard,4,51.5886,4.7766,18.2,Storm,2026-04-24 23:45:00
2438,Glass,8,51.5905,4.7745,15.0,Fog,2026-04-24 23:52:00
2439,Residual,7,51.612,4.756,12.3,Sunny,2026-04-25 00:13:00
2440,Glass,10,51.5832,4.7842,9.3,Sunny,2026-04-25 02:01:00
2441,Cans,6,51.5905,4.7745,5.5,Rain,2026-04-25 04:19:00
2442,Electronics,5,51.556,4.824,10.0,Rain,2026-04-25 13:29:00
2443,Plastic,7,51.5894,4.7757,14.0,Storm,2026-04-26 02:47:00
2444,Residual,2,51.568,4.73,8.1,Rain,2026-04-26 02:49:00
2445,Plastic,12,51.5905,4.7745,16.0,Sunny,2026-04-26 04:11:00
2446,Paper/Cardboard,8,51.576,4.796,12.0,Sunny,2026-04-26 04:48:00
2447,Plastic,2,51.615,4.76,3.8,Fog,2026-04-26 07:24:00
2448,Plastic,9,51.586,4.756,8.3,Sunny,2026-04-26 10:44:00
2449,Paper/Cardboard,6,51.5905,4.801,10.5,Fog,2026-04-26 11:51:00
2450,Paper/Cardboard,11,51.599,4.717,5.9,Sunny,2026-04-26 16:13:00
2451,Paper/Cardboard,8,51.576,4.796,7.1,Rain,2026-04-26 16:49:00
2452,Paper/Cardboard,7,51.5905,4.801,11.4,Cloudy,2026-04-26 23:25:00
2453,Paper/Cardboard,9,51.576,4.796,11.1,Sunny,2026-04-27 01:50:00
2454,Residual,20,51.5955,4.78,13.8,Sunny,2026-04-27 03:54:00
2455,Plastic,14,51.5862,4.7805,6.4,Storm,2026-04-27 08:15:00
2456,Plastic,13,51.59313190187856,4.770615562861159,11.7,Storm,2026-04-27 11:26:00
2457,Plastic,17,51.59090493302874,4.772879692204804,13.7,Rain,2026-04-27 11:45:00
2458,Paper/Cardboard,17,51.59125506038348,4.773313734683977,11.9,Fog,2026-04-27 11:53:00
2459,Glass,15,51.590848247020475,4.773983207225267,12.3,Rain,2026-04-27 11:54:00
2460,Cans,15,51.58549245568949,4.775419139495047,11.2,Rain,2026-04-27 11:55:00
2461,Residual,17,51.587476816326394,4.773849567784699,8.0,Cloudy,2026-04-27 12:04:00
2462,Plastic,18,51.5868873770141,4.773854866696758,9.1,Sunny,2026-04-27 12:05:00
2463,Paper/Cardboard,19,51.58803547568743,4.775014769948261,11.5,Sunny,2026-04-27 12:22:00
2464,Residual,16,51.5886,4.7766,6.5,Fog,2026-04-27 12:25:00
2465,Residual,14,51.58729612735474,4.772601963817204,11.6,Rain,2026-04-27 12:32:00
2466,Residual,18,51.58967953385128,4.777865073892742,11.2,Sunny,2026-04-27 12:40:00
2467,Cans,12,51.588207104520166,4.77944398457837,4.9,Storm,2026-04-27 12:47:00
2468,Residual,14,51.589002314463364,4.771222105145915,11.2,Storm,2026-04-27 12:47:00
2469,Paper/Cardboard,18,51.58616159085728,4.772300076291991,12.8,Cloudy,2026-04-27 12:55:00
2470,Plastic,18,51.585775085230296,4.776559739225046,13.5,Fog,2026-04-27 12:56:00
2471,Glass,18,51.59075623819196,4.772772725688698,7.3,Cloudy,2026-04-27 13:09:00
2472,Cans,15,51.58878241213357,4.7748769686407915,13.4,Storm,2026-04-27 13:17:00
2473,Plastic,12,51.588784762457394,4.774327750794748,4.4,Storm,2026-04-27 13:20:00
2474,Glass,18,51.589164886188016,4.774507211209582,13.1,Cloudy,2026-04-27 13:30:00
2475,Cans,20,51.58937928353343,4.775372105687305,12.9,Cloudy,2026-04-27 13:33:00
2476,Plastic,16,51.589243879506775,4.772194606742741,8.9,Storm,2026-04-27 13:43:00
2477,Residual,18,51.58919643168044,4.7746532810257865,14.8,Sunny,2026-04-27 14:10:00
2478,Plastic,14,51.58843235407097,4.7722502083832605,10.1,Storm,2026-04-27 14:24:00
2479,Paper/Cardboard,19,51.59061169716523,4.776345525536334,13.2,Fog,2026-04-27 14:26:00
2480,Paper/Cardboard,15,51.588739935833075,4.773339548240719,6.5,Storm,2026-04-27 14:39:00
2481,Glass,14,51.58978102342254,4.777466430813039,4.2,Storm,2026-04-27 14:58:00
2482,Paper/Cardboard,17,51.58953237735735,4.778523552761141,11.8,Rain,2026-04-27 15:03:00
2483,Cans,20,51.58840775417717,4.772246377998119,6.1,Sunny,2026-04-27 15:04:00
2484,Cans,17,51.59271961549795,4.777131313778961,9.1,Fog,2026-04-27 15:07:00
2485,Paper/Cardboard,17,51.58801976528137,4.77381539837414,17.9,Fog,2026-04-27 15:16:00
2486,Glass,18,51.58746585029205,4.777394629468575,6.8,Rain,2026-04-27 15:18:00
2487,Paper/Cardboard,20,51.59198755685563,4.776169011061583,12.3,Cloudy,2026-04-27 15:31:00
2488,Plastic,17,51.5878951382442,4.777430008038165,25.0,Rain,2026-04-27 15:48:00
2489,Plastic,19,51.59015742846815,4.773846705415533,12.9,Sunny,2026-04-27 15:48:00
2490,Glass,16,51.59087104653758,4.775452239210291,8.0,Fog,2026-04-27 16:35:00
2491,Plastic,17,51.590370222491835,4.7757137421183,16.0,Fog,2026-04-27 16:55:00
2492,Plastic,17,51.58999478989789,4.774346995606219,6.2,Rain,2026-04-27 16:59:00
2493,Plastic,20,51.590092414923674,4.777164842903234,9.8,Cloudy,2026-04-27 17:02:00
2494,Plastic,20,51.58578602915844,4.773603557080535,10.7,Sunny,2026-04-27 17:13:00
2495,Glass,20,51.58921181370021,4.776303496282806,10.9,Cloudy,2026-04-27 17:49:00
2496,Plastic,20,51.58523865678899,4.775328781405955,9.5,Fog,2026-04-27 17:53:00
2497,Paper/Cardboard,19,51.58933414090494,4.775732095594999,7.2,Cloudy,2026-04-27 18:03:00
2498,Plastic,20,51.59131896068094,4.776342713949896,9.4,Fog,2026-04-27 18:05:00
2499,Cans,20,51.5894618698937,4.777340994186853,16.7,Sunny,2026-04-27 18:08:00
2500,Paper/Cardboard,17,51.588245017640496,4.770681503173174,12.1,Cloudy,2026-04-27 18:35:00
2501,Glass,20,51.58838787299836,4.774416452561694,18.8,Sunny,2026-04-27 18:52:00
2502,Cans,15,51.58758502255792,4.774091747672324,6.0,Storm,2026-04-27 18:54:00
2503,Glass,19,51.588602312828534,4.778827572080138,9.9,Cloudy,2026-04-27 19:05:00
2504,Plastic,20,51.58685330721509,4.778094039814111,11.9,Sunny,2026-04-27 19:20:00
2505,Glass,20,51.591779318145946,4.7760086170036935,18.4,Sunny,2026-04-27 19:55:00
2506,Glass,12,51.587045080288874,4.775209926097904,9.1,Storm,2026-04-27 20:09:00
2507,Glass,20,51.58739190993004,4.774480973551036,14.9,Sunny,2026-04-27 20:13:00
2508,Plastic,18,51.588576850247904,4.7784376897588885,9.1,Fog,2026-04-27 20:31:00
2509,Glass,17,51.58891104386801,4.777185775115682,11.9,Fog,2026-04-27 20:33:00
2510,Plastic,19,51.588457649057254,4.776573724479685,15.3,Cloudy,2026-04-27 20:36:00
2511,Paper/Cardboard,16,51.58826353311091,4.77440943905456,12.2,Fog,2026-04-27 21:23:00
2512,Paper/Cardboard,20,51.58638179682765,4.775854241833697,9.3,Cloudy,2026-04-27 21:23:00
2513,Glass,14,51.5864712206939,4.773032839006147,8.9,Rain,2026-04-27 21:32:00
2514,Residual,15,51.58763694350181,4.7754546999601155,7.6,Fog,2026-04-27 21:34:00
2515,Cans,16,51.58495568899514,4.772701681418923,10.9,Cloudy,2026-04-27 21:34:00
2516,Residual,17,51.58503818834831,4.776856593983137,8.8,Cloudy,2026-04-27 21:36:00
2517,Residual,19,51.586662278465866,4.7758782293853725,14.4,Cloudy,2026-04-27 21:58:00
2518,Cans,13,51.59300693585435,4.775191390755193,6.8,Rain,2026-04-27 22:01:00
2519,Cans,20,51.58837754113764,4.778778759092035,15.8,Cloudy,2026-04-27 22:03:00
2520,Cans,15,51.5868046517234,4.774337597445208,7.6,Cloudy,2026-04-27 22:04:00
2521,Plastic,18,51.5882724062763,4.771399042616532,17.5,Cloudy,2026-04-27 22:06:00
2522,Plastic,18,51.587730538476904,4.7760915875197005,14.8,Cloudy,2026-04-27 22:12:00
2523,Cans,17,51.59032651535744,4.774904490763023,10.0,Cloudy,2026-04-27 22:23:00
2524,Residual,13,51.58735752837781,4.773502834259417,14.3,Storm,2026-04-27 22:24:00
2525,Paper/Cardboard,18,51.587714262104356,4.774046231953934,16.3,Sunny,2026-04-27 22:26:00
2526,Glass,12,51.59014088795919,4.76924429969732,13.3,Storm,2026-04-27 22:27:00
2527,Cans,15,51.59105137080647,4.771473828811533,15.1,Fog,2026-04-27 22:27:00
2528,Residual,19,51.59036309390015,4.774781547338743,9.3,Sunny,2026-04-27 22:36:00
2529,Glass,16,51.586570146638515,4.775194393504568,11.2,Fog,2026-04-27 22:38:00
2530,Cans,13,51.590790815230655,4.774885266760706,3.0,Storm,2026-04-27 22:41:00
2531,Cans,18,51.58605560806783,4.773925612411974,8.0,Cloudy,2026-04-27 22:50:00
2532,Paper/Cardboard,4,51.5887,4.775,13.7,Storm,2026-04-28 00:03:00
2533,Plastic,5,51.6,4.765,11.7,Storm,2026-04-28 06:17:00
2534,Plastic,4,51.573,4.766,11.4,Fog,2026-04-28 07:36:00
2535,Bulky,7,51.586,4.756,12.2,Sunny,2026-04-28 08:33:00
2536,Bulky,2,51.579,4.743,10.7,Storm,2026-04-28 22:01:00
2537,Plastic,8,51.5905,4.801,9.4,Sunny,2026-04-29 09:27:00
2538,Bulky,5,51.5862,4.7805,8.6,Rain,2026-04-29 10:58:00
2539,Cans,12,51.5905,4.801,10.1,Sunny,2026-04-29 18:45:00
2540,Paper/Cardboard,3,51.566,4.788,12.3,Cloudy,2026-04-30 09:12:00
2541,Residual,8,51.612,4.756,6.8,Sunny,2026-04-30 11:07:00
2542,Cans,12,51.56,4.77,7.1,Sunny,2026-04-30 11:54:00
2543,Paper/Cardboard,6,51.556,4.824,6.8,Fog,2026-04-30 12:06:00
2544,Bulky,3,51.599,4.717,7.0,Rain,2026-04-30 18:58:00
2545,Paper/Cardboard,8,51.576,4.796,13.8,Cloudy,2026-05-01 01:06:00
2546,Plastic,13,51.5886,4.7766,7.5,Sunny,2026-05-01 05:45:00
2547,Bulky,9,51.576,4.796,9.7,Sunny,2026-05-01 06:07:00
2548,Residual,4,51.6,4.805,6.2,Storm,2026-05-01 11:53:00
2549,Plastic,4,51.55,4.812,11.7,Rain,2026-05-02 02:29:00
2550,Plastic,3,51.605,4.816,7.2,Rain,2026-05-02 04:01:00
2551,Bulky,12,51.576,4.796,12.3,Sunny,2026-05-02 15:36:00
2552,Plastic,7,51.573,4.766,16.6,Rain,2026-05-02 18:58:00
2553,Cans,8,51.6,4.765,13.2,Storm,2026-05-02 22:45:00
2554,Electronics,6,51.568,4.73,10.3,Cloudy,2026-05-03 12:36:00
2555,Plastic,7,51.602,4.779,12.2,Cloudy,2026-05-03 13:02:00
2556,Plastic,7,51.55,4.812,9.0,Rain,2026-05-03 14:40:00
2557,Glass,11,51.576,4.796,14.8,Cloudy,2026-05-03 20:12:00
2558,Glass,7,51.5862,4.7805,13.3,Cloudy,2026-05-04 02:11:00
2559,Bulky,5,51.556,4.824,8.5,Rain,2026-05-04 05:49:00
2560,Cans,6,51.597,4.772,4.3,Sunny,2026-05-04 06:17:00
2561,Cans,9,51.556,4.779,13.7,Rain,2026-05-04 12:17:00
2562,Paper/Cardboard,12,51.579,4.743,9.4,Sunny,2026-05-04 12:52:00
2563,Bulky,5,51.586,4.756,14.0,Fog,2026-05-04 12:53:00
2564,Plastic,4,51.576,4.796,5.6,Storm,2026-05-04 14:42:00
2565,Plastic,6,51.5905,4.801,15.7,Storm,2026-05-04 15:31:00
2566,Electronics,8,51.573,4.766,12.6,Sunny,2026-05-04 18:38:00
2567,Paper/Cardboard,7,51.55,4.812,7.1,Cloudy,2026-05-05 01:54:00
2568,Cans,9,51.56,4.77,15.0,Rain,2026-05-05 04:42:00
2569,Glass,14,51.5886,4.7766,17.0,Fog,2026-05-05 09:19:00
2570,Paper/Cardboard,15,51.58446475273954,4.778541243991621,15.7,Cloudy,2026-05-05 11:02:00
2571,Residual,11,51.588678344124176,4.780318207719835,12.2,Storm,2026-05-05 11:07:00
2572,Glass,11,51.58853699595086,4.781300440478541,11.8,Rain,2026-05-05 11:09:00
2573,Paper/Cardboard,16,51.588220127393726,4.77989137966102,11.4,Sunny,2026-05-05 11:10:00
2574,Cans,12,51.58581868367766,4.779784307261618,11.1,Storm,2026-05-05 11:16:00
2575,Cans,13,51.58521955569992,4.7787199585004725,2.4,Cloudy,2026-05-05 11:17:00
2576,Cans,15,51.584332119094704,4.779479118302185,7.9,Fog,2026-05-05 11:28:00
2577,Cans,13,51.581559287975224,4.778572723111262,8.9,Fog,2026-05-05 11:29:00
2578,Plastic,14,51.58681106201751,4.777914259541978,8.2,Cloudy,2026-05-05 11:33:00
2579,Paper/Cardboard,13,51.58802860825246,4.78208969640983,13.2,Rain,2026-05-05 11:42:00
2580,Plastic,18,51.58843326531232,4.779584197411729,14.6,Cloudy,2026-05-05 12:06:00
2581,Cans,15,51.58412984377192,4.780475830698424,11.4,Fog,2026-05-05 12:20:00
2582,Cans,13,51.587057606435664,4.782762773523917,11.8,Cloudy,2026-05-05 12:22:00
2583,Paper/Cardboard,14,51.58446833776861,4.782436556709183,6.2,Rain,2026-05-05 12:22:00
2584,Plastic,17,51.58735790886116,4.780823637979631,13.1,Sunny,2026-05-05 12:47:00
2585,Cans,13,51.58473122448522,4.7814701877369945,12.9,Storm,2026-05-05 12:49:00
2586,Cans,12,51.5869040689436,4.778522745701131,13.7,Storm,2026-05-05 12:50:00
2587,Paper/Cardboard,12,51.58768780374743,4.780719893784295,6.3,Storm,2026-05-05 12:51:00
2588,Residual,16,51.58156514349958,4.782720308231766,11.4,Fog,2026-05-05 12:51:00
2589,Glass,14,51.586034297746664,4.777396027693748,18.7,Rain,2026-05-05 12:55:00
2590,Residual,17,51.587286210444745,4.779525168444725,15.0,Cloudy,2026-05-05 13:04:00
2591,Cans,15,51.58959154386125,4.779438292785046,9.4,Cloudy,2026-05-05 13:04:00
2592,Paper/Cardboard,13,51.5871834963844,4.784465194070973,5.3,Storm,2026-05-05 13:05:00
2593,Plastic,13,51.58482898641543,4.7830426022324355,7.7,Rain,2026-05-05 13:21:00
2594,Paper/Cardboard,12,51.58709995668269,4.781626626147033,12.5,Rain,2026-05-05 13:22:00
2595,Paper/Cardboard,15,51.58537953099692,4.782484916552013,15.9,Cloudy,2026-05-05 13:25:00
2596,Cans,16,51.58707794528083,4.778036105555832,14.3,Fog,2026-05-05 13:36:00
2597,Paper/Cardboard,12,51.58458198895018,4.777851476314636,8.5,Cloudy,2026-05-05 13:38:00
2598,Glass,13,51.58454754106727,4.780995331802218,11.5,Rain,2026-05-05 13:55:00
2599,Plastic,14,51.58823902183533,4.7828201856932875,15.8,Storm,2026-05-05 13:56:00
2600,Plastic,13,51.5894,4.7757,5.1,Fog,2026-05-05 14:09:00
2601,Glass,16,51.586185127306706,4.777019360869331,13.7,Fog,2026-05-05 14:18:00
2602,Paper/Cardboard,16,51.587130581870895,4.780095179222826,17.1,Cloudy,2026-05-05 14:23:00
2603,Paper/Cardboard,14,51.58367207191487,4.7815999479132545,15.6,Fog,2026-05-05 14:30:00
